#代码	名称	总手	现手	金额	所属行业	市净率	总股本	总市值
300020	银江股份	6.03万	167	1.70亿	 电子信息	7.62	2.41亿	69.0亿
000806	银河投资	5.62万	750	1824万	 输配电气	2.73	6.99亿	22.6亿
002519	银河电子	7.23万	1684	1.58亿	 家电行业	4.22	2.13亿	46.8亿
300127	银河磁体	3.63万	380	8816万	 电子元件	4.02	1.62亿	38.6亿
600069	银鸽投资	3.21万	80	1145万	 造纸印刷	1.77	8.25亿	29.5亿
300337	银邦股份	9.97万	1406	2.49亿	 材料行业	2.78	1.87亿	46.8亿
300381	溢多利	1.39万	106	7001万	 农牧饲渔	5.26	4580万	23.0亿
002566	益盛药业	2.43万	250	5750万	 医药行业	3.19	2.21亿	52.4亿
002458	益生股份	1.43万	66	1085万	 农牧饲渔	2.61	2.81亿	21.1亿
600824	益民集团	23.6万	62	1.58亿	 商业百货	3.54	8.78亿	58.5亿
600594	益佰制药	1.56万	0	6308万	 医药行业	5.58	3.96亿	158亿
002420	毅昌股份	1.34万	203	776万	 塑胶制品	1.46	4.01亿	23.2亿
600289	亿阳信通	43.5万	58	4.39亿	 通讯行业	3.19	5.72亿	58.2亿
300014	亿纬锂能	7.30万	12	3.63亿	 电子元件	11.14	1.99亿	98.9亿
300211	亿通科技	6133	100	1399万	 通讯行业	3.06	6450万	14.8亿
600277	亿利能源	3.34万	68	2305万	 化工行业	1.65	20.9亿	144亿
002686	亿利达	3.09万	482	5581万	 家电行业	3.55	1.36亿	25.0亿
600537	亿晶光电	8.62万	0	1.09亿	 材料行业	4.89	4.86亿	60.3亿
000616	亿城股份	21.1万	3469	6537万	 房地产	1.04	14.3亿	44.1亿
300376	易事特	5.69万	892	3.88亿	 输配电气	6.83	8945万	60.7亿
300125	易世达	2.13万	219	3326万	 工程建设	1.71	1.18亿	18.3亿
000796	易食股份	4.95万	478	2673万	 食品行业	2.75	2.47亿	13.2亿
300096	易联众	1.31万	130	3269万	 电子信息	6.68	1.72亿	42.5亿
300212	易华录	3.25万	136	1.55亿	 电子信息	16.63	2.68亿	131亿
002603	以岭药业	2.81万	224	8914万	 医药行业	4.18	5.64亿	177亿
300310	宜通世纪	2.18万	528	3464万	 通讯行业	4.42	1.76亿	27.7亿
002036	宜科科技	3.09万	219	2347万	 纺织服装	4.63	2.02亿	15.2亿
600978	宜华木业	50.8万	20	2.90亿	 木业家具	1.44	14.8亿	85.3亿
000150	宜华地产	5.72万	664	3038万	 房地产	2.40	3.24亿	17.2亿
002627	宜昌交运	8628	88	954万	 交运物流	1.73	1.34亿	14.7亿
300328	宜安科技	1.26万	337	2610万	 材料行业	4.10	1.12亿	23.4亿
600871	仪征化纤	30.2万	40	9838万	 化纤行业	2.45	60.0亿	193亿
600602	仪电电子	12.8万	6	7961万	 电子元件	3.00	11.7亿	73.1亿
600197	伊力特	15.0万	0	1.54亿	 酿酒行业	3.14	4.41亿	45.6亿
600887	伊利股份	13.0万	0	4.48亿	 食品行业	4.57	20.4亿	704亿
002260	伊 立 浦	1.03万	72	1401万	 家电行业	6.52	1.56亿	21.1亿
300249	依米康	----	----	----	 机械行业	2.95	1.57亿	14.0亿
002447	壹桥苗业	7320	70	1368万	 农牧饲渔	4.93	2.68亿	50.1亿
601038	一拖股份	11.0万	248	1.02亿	 机械行业	2.03	9.96亿	90.6亿
000927	一汽夏利	9.15万	3474	3445万	 汽车行业	1.67	16.0亿	59.3亿
000800	一汽轿车	17.2万	1220	1.79亿	 汽车行业	2.00	16.3亿	168亿
600742	一汽富维	3.97万	0	7410万	 汽车行业	1.27	2.12亿	39.0亿
600819	耀皮玻璃	6.68万	17	4823万	 玻璃陶瓷	2.14	9.35亿	67.7亿
002605	姚记扑克	8.78万	639	3.09亿	 文化传媒	8.11	1.87亿	65.7亿
600348	阳泉煤业	21.1万	0	1.25亿	 煤炭采选	1.02	24.1亿	142亿
300030	阳普医疗	2.03万	126	4819万	 医药行业	5.29	1.48亿	35.3亿
600691	阳煤化工	8.45万	25	4526万	 化工行业	1.67	14.7亿	78.8亿
600261	阳光照明	4.35万	6	7175万	 电子元件	4.37	6.45亿	107亿
000608	阳光股份	3.95万	337	1736万	 房地产	1.11	7.50亿	32.8亿
300274	阳光电源	1.02万	53	3489万	 机械行业	5.65	3.27亿	111亿
300121	阳谷华泰	5.98万	565	7613万	 化工行业	3.86	1.40亿	17.4亿
000671	阳 光 城	8.38万	1201	5831万	 房地产	2.65	10.4亿	71.9亿
002304	洋河股份	5.05万	786	2.59亿	 酿酒行业	3.30	10.8亿	559亿
002652	扬子新材	1.50万	235	1666万	 材料行业	3.15	1.60亿	17.6亿
600486	扬农化工	1.64万	9	5363万	 化工行业	2.56	1.72亿	55.8亿
300373	扬杰科技	6.69万	780	3.54亿	 电子元件	7.16	8240万	42.6亿
000729	燕京啤酒	11.3万	1047	7519万	 酿酒行业	1.55	28.1亿	184亿
002178	延华智能	2.60万	241	4849万	 电子信息	4.88	1.72亿	32.0亿
600248	延长化建	2.40万	100	1935万	 石油行业	2.81	4.26亿	34.1亿
000792	盐湖股份	7.41万	177	1.16亿	 化工行业	1.54	15.9亿	247亿
000088	盐 田 港	14.4万	1383	8421万	 港口水运	2.40	19.4亿	112亿
002643	烟台万润	2.62万	402	3522万	 化工行业	2.75	2.76亿	36.6亿
000811	烟台冰轮	10.9万	1077	1.51亿	 机械行业	4.00	3.95亿	54.1亿
601890	亚星锚链	4.18万	0	2877万	 交运设备	1.15	4.68亿	32.2亿
600213	亚星客车	2.42万	1	1610万	 汽车行业	9.79	2.20亿	14.7亿
002607	亚夏汽车	1.95万	628	1550万	 汽车行业	2.07	2.29亿	18.2亿
002375	亚厦股份	8.54万	458	2.13亿	 工程建设	3.92	6.35亿	160亿
002559	亚威股份	4.20万	205	6935万	 机械行业	2.35	1.76亿	29.0亿
600692	亚通股份	8.41万	0	7060万	 港口水运	5.90	3.52亿	29.3亿
002370	亚太药业	4154	1	771万	 医药行业	5.40	2.04亿	37.8亿
000691	亚太实业	1.42万	138	693万	 房地产	10.72	3.23亿	15.8亿
002540	亚太科技	1.84万	178	1858万	 有色金属	1.81	4.16亿	41.6亿
002284	亚太股份	4.83万	409	5387万	 汽车行业	2.75	2.87亿	32.2亿
600881	亚泰集团	7.38万	500	2746万	 水泥建材	0.87	18.9亿	70.5亿
600108	亚盛集团	63.6万	58	4.99亿	 农牧饲渔	3.32	19.5亿	150亿
002623	亚玛顿	1.63万	74	3266万	 玻璃陶瓷	1.55	1.60亿	32.0亿
600351	亚宝药业	10.7万	0	8750万	 医药行业	3.33	6.92亿	55.6亿
002314	雅致股份	1.39万	180	993万	 水泥建材	1.16	2.90亿	20.6亿
002409	雅克科技	1.02万	82	1888万	 化工行业	2.49	1.66亿	30.6亿
002497	雅化集团	8.67万	541	8852万	 化工行业	2.43	4.80亿	49.0亿
600177	雅戈尔	25.0万	80	1.77亿	 纺织服装	1.18	22.3亿	157亿
300261	雅本化学	6175	62	730万	 化工行业	4.40	2.32亿	27.4亿
002639	雪人股份	2.43万	258	3570万	 机械行业	2.02	1.60亿	23.2亿
002658	雪迪龙	3.98万	526	9829万	 仪器仪表	5.72	2.75亿	67.5亿
002076	雪 莱 特	18.6万	3801	2.21亿	 电子元件	5.42	1.84亿	21.8亿
300324	旋极信息	6830	51	2302万	 电子信息	7.44	1.12亿	37.4亿
600353	旭光股份	6.29万	113	4549万	 电子元件	2.04	2.72亿	19.5亿
000400	许继电气	5.49万	944	2.05亿	 输配电气	5.94	4.92亿	181亿
002561	徐家汇	14.8万	1654	1.70亿	 商业百货	2.84	4.16亿	47.7亿
000425	徐工机械	7.15万	351	4976万	 机械行业	0.68	20.6亿	143亿
300160	秀强股份	1.22万	1	1097万	 玻璃陶瓷	1.59	1.87亿	16.7亿
600599	熊猫烟花	----	----	----	 工艺商品	1.83	1.66亿	16.2亿
002562	兄弟科技	1.43万	370	1552万	 化工行业	3.02	2.13亿	23.4亿
300266	兴源过滤	1.86万	299	5720万	 机械行业	6.67	1.16亿	36.1亿
601377	兴业证券	9.44万	0	8028万	 券商信托	1.69	26.0亿	218亿
601166	兴业银行	46.2万	4	4.20亿	 银行	0.89	191亿	1724亿
000426	兴业矿业	----	----	----	 有色金属	1.56	5.97亿	42.8亿
002674	兴业科技	3.90万	350	5219万	 纺织服装	2.16	2.43亿	32.5亿
002436	兴森科技	4.34万	236	1.02亿	 电子元件	3.30	2.23亿	52.6亿
000598	兴蓉投资	46.9万	4192	2.56亿	 公用事业	2.37	29.9亿	161亿
002355	兴民钢圈	6.59万	1200	4718万	 汽车行业	1.91	5.14亿	36.5亿
002109	兴化股份	7.69万	326	4002万	 化工行业	1.44	3.58亿	18.7亿
600141	兴发集团	3.25万	5	3829万	 化工行业	1.49	4.35亿	51.3亿
601799	星宇股份	1.63万	3	3336万	 汽车行业	2.71	2.40亿	48.9亿
300256	星星科技	2.53万	418	4394万	 塑胶制品	2.45	2.03亿	34.7亿
002396	星网锐捷	----	----	----	 通讯行业	6.46	3.51亿	122亿
002291	星期六	3.35万	154	2064万	 纺织服装	1.38	3.63亿	22.3亿
000892	星美联合	3.53万	23	1792万	 通讯行业	389.23	4.14亿	20.9亿
300043	星辉车模	3.67万	243	1.28亿	 工艺商品	8.80	2.42亿	86.3亿
600866	星湖科技	24.0万	4	1.43亿	 食品行业	2.25	5.50亿	32.6亿
300143	星河生物	----	----	----	 农牧饲渔	2.41	1.47亿	14.4亿
002664	信质电机	1.21万	73	5564万	 机械行业	5.49	1.33亿	61.7亿
600571	信雅达	6.10万	2	1.01亿	 电子信息	5.75	2.03亿	34.0亿
300136	信维通信	9963	78	2023万	 通讯行业	4.34	1.37亿	27.8亿
002105	信隆实业	3.97万	424	2276万	 交运设备	3.09	2.68亿	15.2亿
002294	信立泰	1.96万	32	5913万	 医药行业	6.79	6.54亿	196亿
600657	信达地产	5.20万	0	1668万	 房地产	0.73	15.2亿	48.9亿
002390	信邦制药	3.76万	1202	1.93亿	 医药行业	9.16	1.74亿	93.7亿
002480	新筑股份	1.29万	86	1720万	 机械行业	1.99	2.80亿	37.2亿
300037	新宙邦	7.71万	1349	2.66亿	 材料行业	5.04	1.71亿	61.1亿
000972	新中基	4.11万	303	1381万	 食品行业	9.80	7.71亿	25.8亿
002087	新野纺织	5.59万	453	2262万	 纺织服装	1.13	5.20亿	21.0亿
300159	新研股份	4.57万	353	7843万	 机械行业	3.07	1.80亿	30.9亿
002388	新亚制程	8.15万	2168	9531万	 电子信息	4.18	2.00亿	23.2亿
000778	新兴铸管	6.07万	1390	3236万	 钢铁行业	0.84	24.3亿	130亿
000949	新乡化纤	4.70万	110	1296万	 化纤行业	1.32	8.29亿	22.8亿
600975	新五丰	4.37万	97	2931万	 农牧饲渔	2.85	2.34亿	15.6亿
300336	新文化	8983	68	4557万	 文化传媒	5.58	9600万	48.7亿
300259	新天科技	1.85万	124	3971万	 仪器仪表	5.74	1.82亿	39.1亿
600628	新世界	37.2万	0	3.66亿	 商业百货	2.24	5.32亿	52.3亿
002280	新世纪	----	----	----	 电子信息	3.45	1.07亿	14.7亿
002527	新时达	10.00万	1249	2.05亿	 机械行业	4.87	3.51亿	71.9亿
600540	新赛股份	1.95万	0	1081万	 农牧饲渔	2.34	3.03亿	16.6亿
600165	新日恒力	3.99万	6	2660万	 材料行业	1.76	2.74亿	18.2亿
002328	新朋股份	2.26万	146	2657万	 机械行业	2.61	4.50亿	53.1亿
600359	新农开发	9.07万	0	7674万	 农牧饲渔	6.71	3.21亿	26.7亿
300013	新宁物流	6718	8	1105万	 交运物流	4.33	9000万	14.8亿
000720	新能泰山	9.35万	916	2369万	 电力行业	2.73	8.63亿	21.8亿
600661	新南洋	3.89万	0	8080万	 综合行业	10.24	1.74亿	35.8亿
002127	新民科技	----	----	----	 化纤行业	3.93	4.46亿	29.7亿
002341	新纶科技	4.30万	255	8202万	 材料行业	4.84	3.73亿	70.9亿
002546	新联电子	1.02万	111	1720万	 输配电气	2.42	1.68亿	28.2亿
300260	新莱应材	8723	135	1395万	 材料行业	2.52	1.00亿	16.0亿
300109	新开源	1.44万	472	1984万	 化工行业	4.29	1.15亿	16.0亿
300248	新开普	4.21万	759	1.12亿	 电子信息	4.93	8920万	24.2亿
002532	新界泵业	1.97万	285	5203万	 机械行业	4.26	1.60亿	42.4亿
600888	新疆众和	3.36万	0	1801万	 有色金属	0.92	6.41亿	34.1亿
600075	新疆天业	----	----	----	 综合行业	1.90	4.39亿	30.4亿
002700	新疆浩源	6249	46	1981万	 公用事业	5.85	1.17亿	37.1亿
600545	新疆城建	8.06万	0	5239万	 房地产	2.19	6.76亿	44.0亿
600638	新黄浦	37.9万	0	5.17亿	 房地产	2.35	5.61亿	77.7亿
000756	新华制药	5.57万	879	3509万	 医药行业	1.64	4.57亿	28.6亿
600587	新华医疗	----	----	----	 医药行业	7.88	1.99亿	185亿
603399	新华龙	2.70万	10	3130万	 有色金属	2.81	2.53亿	29.1亿
000620	新华联	10.0万	474	6960万	 房地产	3.35	16.0亿	110亿
600735	新华锦	4.81万	42	3923万	 国际贸易	3.46	2.51亿	20.1亿
600825	新华传媒	10.3万	0	1.00亿	 文化传媒	3.98	10.4亿	100.0亿
601336	新华保险	4.58万	0	9734万	 保险	1.66	31.2亿	660亿
600785	新华百货	2.26万	8	2435万	 商业百货	1.37	2.26亿	24.3亿
600208	新湖中宝	13.8万	0	4022万	 房地产	1.47	62.6亿	182亿
002120	新海股份	6.43万	3505	7963万	 工艺商品	3.97	1.50亿	18.6亿
300130	新国都	7042	37	2543万	 电子信息	4.06	1.14亿	41.3亿
600782	新钢股份	----	----	----	 钢铁行业	0.62	13.9亿	45.7亿
000033	新都酒店	6.75万	755	3389万	 旅游酒店	6.36	3.29亿	16.6亿
002539	新都化工	1.28万	210	1175万	 化工行业	1.35	3.31亿	30.3亿
000571	新大洲Ａ	24.1万	1787	9702万	 煤炭采选	1.60	7.36亿	29.2亿
300080	新大新材	7.32万	219	6657万	 材料行业	1.61	5.03亿	45.2亿
600777	新潮实业	19.4万	288	1.55亿	 电子元件	4.10	6.25亿	50.2亿
002376	新北洋	----	----	----	 电子信息	4.95	6.00亿	72.9亿
002705	新宝股份	20.6万	3036	3.54亿	 家电行业	3.91	4.42亿	75.9亿
600596	新安股份	8.18万	0	8950万	 化工行业	1.71	6.79亿	74.0亿
000876	新 希 望	4.90万	407	5596万	 农牧饲渔	1.60	17.4亿	198亿
002188	新 嘉 联	1.92万	154	1740万	 电子元件	4.71	1.56亿	14.0亿
002264	新 华 都	5.63万	2109	4775万	 商业百货	3.74	5.42亿	46.4亿
002001	新 和 成	2.71万	149	4814万	 医药行业	2.05	7.26亿	129亿
002089	新 海 宜	8.36万	390	7775万	 通讯行业	3.53	4.43亿	41.2亿
000997	新 大 陆	21.7万	1959	5.27亿	 电子信息	8.03	5.10亿	122亿
300207	欣旺达	1.35万	304	3210万	 输配电气	4.69	2.44亿	58.0亿
300372	欣泰电气	4.17万	514	1.16亿	 输配电气	3.96	8578万	23.6亿
000955	欣龙控股	5.14万	68	1667万	 化纤行业	2.46	5.38亿	17.4亿
000418	小天鹅Ａ	5.99万	337	5227万	 家电行业	1.43	6.32亿	54.5亿
600415	小商品城	11.0万	0	6120万	 商业百货	1.75	27.2亿	150亿
600057	象屿股份	6.49万	0	4412万	 交运物流	3.72	8.60亿	58.6亿
300111	向日葵	26.4万	2730	1.16亿	 输配电气	4.23	11.2亿	48.8亿
600476	湘邮科技	3.54万	0	3809万	 电子信息	6.58	1.61亿	17.6亿
002125	湘潭电化	9.40万	1440	9775万	 化工行业	4.42	1.39亿	14.4亿
002306	湘鄂情	11.7万	682	8074万	 旅游酒店	9.24	8.00亿	55.6亿
600416	湘电股份	13.2万	12	1.34亿	 输配电气	2.95	6.08亿	61.3亿
000678	襄阳轴承	14.6万	6493	6577万	 汽车行业	1.82	4.29亿	19.3亿
600830	香溢融通	14.0万	82	1.28亿	 商业百货	2.32	4.54亿	41.5亿
300147	香雪制药	9713	113	2789万	 医药行业	7.23	3.92亿	111亿
600506	香梨股份	----	----	----	 公用事业	4.46	1.48亿	12.6亿
600162	香江控股	22.9万	211	1.42亿	 房地产	2.95	7.68亿	47.1亿
600420	现代制药	1.97万	0	3168万	 医药行业	4.83	2.88亿	45.9亿
000900	现代投资	2.55万	792	1637万	 高速公路	0.84	7.78亿	50.0亿
002332	仙琚制药	4.02万	307	5969万	 医药行业	4.38	3.41亿	50.5亿
300137	先河环保	4.67万	384	1.04亿	 仪器仪表	4.75	2.03亿	44.9亿
300163	先锋新材	8685	249	1563万	 材料行业	2.16	7900万	14.1亿
000701	厦门信达	5.57万	347	6978万	 商业百货	2.85	2.40亿	29.9亿
600549	厦门钨业	6.57万	1	1.44亿	 有色金属	3.81	6.82亿	147亿
600897	厦门空港	1.70万	2	2561万	 民航机场	1.82	2.98亿	44.5亿
600755	厦门国贸	18.5万	0	1.02亿	 国际贸易	1.43	13.3亿	73.1亿
000905	厦门港务	12.5万	3431	9358万	 港口水运	1.91	5.31亿	40.4亿
600870	厦华电子	5.71万	0	3199万	 家电行业	93.00	5.23亿	29.2亿
600815	厦工股份	3.69万	120	1311万	 机械行业	0.75	9.59亿	34.0亿
002015	霞客环保	2.22万	15	1163万	 纺织服装	2.04	2.40亿	12.5亿
603008	喜临门	5.21万	0	5809万	 木业家具	3.32	3.15亿	35.0亿
000511	烯碳新材	89.1万	1.96万	3.84亿	 房地产	3.02	11.5亿	50.7亿
002485	希努尔	5.04万	551	3515万	 纺织服装	1.12	3.20亿	22.2亿
000960	锡业股份	9.11万	1072	1.07亿	 有色金属	1.81	11.5亿	134亿
000639	西王食品	2.40万	180	3845万	 食品行业	2.72	1.88亿	30.1亿
600291	西水股份	9.32万	0	9024万	 水泥建材	1.61	3.84亿	37.8亿
000983	西山煤电	18.7万	1701	1.02亿	 煤炭采选	1.02	31.5亿	172亿
600117	西宁特钢	2.74万	5	896万	 钢铁行业	0.83	7.41亿	24.2亿
600369	西南证券	8.30万	2	7328万	 券商信托	1.64	28.2亿	246亿
600666	西南药业	3.96万	0	2879万	 医药行业	4.79	2.90亿	20.9亿
002584	西陇化工	1.80万	243	2707万	 化工行业	2.99	2.00亿	30.5亿
600505	西昌电力	1.29万	0	1125万	 电力行业	3.57	3.65亿	31.9亿
600338	西藏珠峰	1.74万	7	1390万	 有色金属	44.71	1.58亿	12.6亿
600211	西藏药业	1.81万	0	4518万	 医药行业	9.67	1.46亿	36.3亿
600326	西藏天路	2.48万	0	1483万	 工程建设	2.96	5.47亿	32.6亿
600749	西藏旅游	4.03万	0	3850万	 旅游酒店	2.72	1.89亿	18.1亿
000762	西藏矿业	30.3万	2626	3.94亿	 有色金属	3.57	4.76亿	62.2亿
000752	西藏发展	3.45万	521	3589万	 酿酒行业	3.50	2.64亿	27.2亿
600773	西藏城投	7.88万	10	7938万	 房地产	4.67	5.76亿	57.6亿
600139	西部资源	----	----	----	 有色金属	3.97	6.62亿	53.9亿
002673	西部证券	6.73万	1027	7855万	 券商信托	2.99	12.0亿	138亿
300106	西部牧业	9718	45	1639万	 农牧饲渔	3.19	1.17亿	19.6亿
601168	西部矿业	17.1万	20	9137万	 有色金属	1.13	23.8亿	127亿
002302	西部建设	1.64万	162	1787万	 水泥建材	1.72	5.16亿	56.1亿
002149	西部材料	1.59万	185	1959万	 材料行业	2.56	1.75亿	21.3亿
002536	西泵股份	1.01万	49	2036万	 汽车行业	1.64	9600万	19.1亿
000595	西北轴承	2.15万	198	1144万	 机械行业	3.88	2.48亿	13.1亿
000721	西安饮食	4.65万	462	4020万	 旅游酒店	3.03	2.50亿	21.3亿
000564	西安民生	----	----	----	 商业百货	1.31	4.73亿	21.6亿
000610	西安旅游	2.87万	33	1931万	 旅游酒店	2.85	1.97亿	13.2亿
000906	物产中拓	8.76万	63	1.20亿	 水泥建材	4.58	3.31亿	46.7亿
600704	物产中大	49.0万	40	5.03亿	 国际贸易	2.00	7.91亿	81.7亿
600368	五洲交通	2.57万	34	1063万	 高速公路	1.14	8.34亿	34.4亿
000831	五矿稀土	4.84万	725	9775万	 有色金属	8.11	9.81亿	199亿
600058	五矿发展	3.60万	0	4161万	 国际贸易	1.45	10.7亿	123亿
000858	五 粮 液	38.2万	3269	6.15亿	 酿酒行业	1.74	38.0亿	614亿
000785	武汉中商	5.16万	690	3094万	 商业百货	1.83	2.51亿	14.9亿
600168	武汉控股	7.16万	2	5848万	 公用事业	1.48	7.10亿	57.1亿
600976	武汉健民	2.99万	0	7783万	 医药行业	4.43	1.53亿	39.7亿
002194	武汉凡谷	5.43万	492	5342万	 通讯行业	2.82	5.56亿	54.3亿
600005	武钢股份	7.25万	30	1495万	 钢铁行业	0.57	101亿	207亿
600275	武昌鱼	5.88万	13	2447万	 房地产	8.94	5.09亿	21.1亿
300292	吴通通讯	1.15万	141	2226万	 通讯行业	4.89	1.17亿	22.6亿
600575	芜湖港	4.06万	30	1318万	 港口水运	1.64	24.4亿	78.9亿
300142	沃森生物	1.05万	122	5490万	 医药行业	3.23	1.80亿	94.4亿
002107	沃华医药	1.01万	274	1323万	 医药行业	3.56	1.64亿	21.5亿
002130	沃尔核材	18.8万	1652	1.47亿	 材料行业	4.29	5.71亿	44.3亿
600580	卧龙电气	20.1万	0	1.59亿	 输配电气	2.57	11.1亿	87.0亿
600173	卧龙地产	19.9万	0	8141万	 房地产	2.04	7.25亿	30.0亿
300357	我武生物	2.05万	262	8607万	 医药行业	10.36	1.01亿	42.0亿
600995	文山电力	2.93万	0	1406万	 电力行业	1.71	4.79亿	22.9亿
601010	文峰股份	4.17万	5	3111万	 商业百货	1.51	7.39亿	55.1亿
300283	温州宏丰	2.03万	290	3320万	 材料行业	2.80	9208万	14.8亿
002648	卫星石化	1.99万	150	6198万	 化工行业	3.59	4.00亿	124亿
300253	卫宁软件	1.48万	117	1.91亿	 电子信息	22.97	1.07亿	133亿
002268	卫 士 通	3.91万	468	1.30亿	 电子信息	10.06	1.73亿	56.4亿
002372	伟星新材	1.85万	69	2795万	 水泥建材	2.67	3.37亿	50.9亿
002003	伟星股份	4.01万	194	4559万	 纺织服装	1.74	2.59亿	29.3亿
600300	维维股份	10.3万	5	4378万	 食品行业	2.80	16.7亿	71.2亿
600152	维科精华	8.55万	0	5061万	 纺织服装	2.32	2.93亿	16.9亿
300190	维尔利	----	----	----	 公用事业	3.60	1.57亿	34.6亿
000880	潍柴重机	4.54万	471	3947万	 机械行业	1.97	2.76亿	23.7亿
000338	潍柴动力	5.45万	153	9182万	 机械行业	1.25	20.0亿	336亿
002586	围海股份	3.43万	330	4120万	 工程建设	4.14	3.05亿	36.4亿
000581	威孚高科	6.92万	378	1.73亿	 汽车行业	2.72	10.2亿	254亿
600803	威远生化	6.18万	0	7600万	 化工行业	3.35	9.86亿	121亿
002240	威华股份	10.8万	2039	2.56亿	 有色金属	7.49	4.91亿	117亿
002111	威海广泰	3.86万	508	5238万	 机械行业	3.64	3.07亿	41.4亿
002308	威创股份	7.39万	583	6023万	 电子元件	3.33	8.36亿	67.6亿
